"Sample"	"uniquely_mapped_percent"	"num_splices"	"num_GCAG_splices"	"insertion_length"	"deletion_length"	"unmapped_tooshort_percent"	"avg_mapped_read_length"	"deletion_rate"	"mismatch_rate"	"avg_input_read_length"	"num_ATAC_splices"	"num_annotated_splices"	"num_GTAG_splices"	"uniquely_mapped"	"multimapped_toomany"	"unmapped_mismatches"	"unmapped_mismatches_percent"	"total_reads"	"unmapped_other"	"insertion_rate"	"unmapped_other_percent"	"multimapped_percent"	"multimapped"	"num_noncanonical_splices"	"unmapped_tooshort"	"multimapped_toomany_percent"	"mapped_perc_valid"	"mapped_total"	"mapped_perc_total"
"HepG2_SC3"	42.37	0	0	1.13	1	27.26	49.96	0.05	0.12	51	0	0	0	252656	1	0	0	596342	239	0	0.04	30.32	180835	0	162611	0	72.69	433491	41.795921751782
"HepG2_SC4"	42.23	0	0	1.13	1	22.59	51.83	0.05	0.12	50	0	0	0	162297	0	0	0	384305	231	0	0.06	35.11	134941	0	86836	0	77.34	297238	34.2110593944082
"HepG2_SC5"	40.25	0	0	1.06	1	24.16	49.09	0.05	0.12	50	0	0	0	178744	0	0	0	444137	266	0	0.06	35.53	157817	0	107310	0	75.78	336561	32.2470027220544
"HepG2_SC6"	49.29	0	0	1.16	1	16.43	55	0.05	0.13	53	0	0	0	216930	0	0	0	440152	308	0	0.07	34.22	150613	0	72301	0	83.51	367543	38.9349285429023
"Jurkat_SC1"	57.23	0	0	1.95	1	15.09	55.61	0.01	0.07	53	0	0	0	309687	0	0	0	541170	162	0.07	0.03	27.65	149646	0	81675	0	84.88	459333	45.8946566990594
"Jurkat_SC2"	41.86	0	0	1.96	1	28.47	49.45	0.01	0.11	48	0	0	0	170411	0	0	0	407104	326	0.09	0.08	29.59	120445	0	115922	0	71.45	290856	26.0474746515881
"Jurkat_SC3"	32.41	0	0	1.95	1	43.61	42.25	0.01	0.13	42	0	0	0	109457	0	0	0	337747	135	0.07	0.04	23.95	80880	0	147275	0	56.36	190337	20.7646857319902
"Jurkat_SC4"	46.86	0	0	1.95	1	28.85	48.95	0.01	0.08	48	0	0	0	121968	1	0	0	260261	78	0.08	0.03	24.25	63113	0	75101	0	71.11	185081	29.0345909483097
"Jurkat_SC5"	47.98	0	0	1.96	1	22.43	53.71	0.01	0.09	50	0	0	0	122444	0	0	0	255203	128	0.09	0.05	29.54	75383	0	57248	0	77.52	197827	33.0000417031569
"Jurkat_SC6"	38.37	0	0	1.96	1	39.21	45.88	0.02	0.07	44	0	0	0	139613	0	0	0	363835	146	0.07	0.04	22.37	81399	0	142677	0	60.74	221012	24.2248469861981
"KG1_SC1"	40.46	0	0	1.17	1	30.37	48.34	0.03	0.11	47	0	0	0	102181	0	0	0	252533	303	0	0.12	29.05	73358	0	76691	0	69.51	175539	24.5111427613941
"KG1_SC2"	36.16	0	0	1.13	1	30.68	45.67	0.03	0.12	47	0	0	0	121097	0	0	0	334905	368	0	0.11	33.05	110689	0	102751	0	69.21	231786	30.1024297686596
"KG1_SC3"	39.25	0	0	1.06	1	30.64	46.42	0.03	0.12	47	0	0	0	152214	1	39	0.01	387785	271	0	0.07	30.04	116479	0	118781	0	69.29	268693	29.9839419365422
"KG1_SC4"	39.88	0	0	1.18	1	26.19	49.04	0.03	0.12	49	0	0	0	167253	0	42	0.01	419405	545	0	0.13	33.79	141735	0	109830	0	73.67	308988	36.2211757920613
"KG1_SC5"	39.59	0	0	1.08	1	35.8	48.97	0.04	0.1	45	0	0	0	139599	0	35	0.01	352578	212	0	0.06	24.53	86493	0	126239	0	64.12	226092	41.4311002627789
"KG1_SC6"	44.32	0	0	1.07	1	18.21	52.03	0.04	0.13	52	0	0	0	125789	0	0	0	283807	284	0	0.1	37.37	106055	0	51679	0	81.69	231844	44.171531344785
"REH_SC1"	41.58	0	0	1.11	1	35.91	46.82	0.04	0.08	46	0	0	0	117792	0	0	0	283290	283	0	0.1	22.41	63486	0	101729	0	63.99	181278	21.7558227591363
"REH_SC2"	20.87	0	0	1.3	1	55.03	22.18	0	0.22	37	0	0	0	47022	0	0	0	225338	270	0	0.12	23.99	54052	0	123994	0	44.86	101074	13.1481281537283
"REH_SC3"	45.38	0	0	1.06	1	29.5	52.21	0.05	0.1	47	0	0	0	129601	0	0	0	285576	143	0	0.05	25.06	71559	0	84273	0	70.44	201160	28.624566526219
"REH_SC4"	24.9	0	0	1.08	1	56.17	30.26	0.02	0.1	38	0	0	0	105488	0	0	0	423705	127	0	0.03	18.89	80045	0	238045	0	43.79	185533	21.7627125006012
"REH_SC5"	18.14	0	0	1.13	1	57.15	20.94	0	0.24	39	0	0	0	106305	0	352	0.06	585981	0	0	0	24.64	144400	0	334924	0	42.78	250705	31.0068938563792
"REH_SC6"	31.75	0	0	1.06	1	41.52	40.39	0.03	0.09	42	0	0	0	69827	4	0	0	219959	220	0	0.1	26.64	58587	0	91321	0	58.39	128414	19.6143541868415
"THP-1_SC1"	41.83	0	0	1.12	1	18.7	50.16	0.04	0.1	49	0	0	0	99261	0	24	0.01	237276	95	0	0.04	39.42	93527	0	44369	0	81.25	192788	36.0021662402659
"THP-1_SC2"	57.53	0	0	1.1	1	14.92	54.75	0.04	0.06	52	0	0	0	141998	0	0	0	246835	123	0	0.05	27.5	67881	0	36833	0	85.03	209879	36.7771962073117
"THP-1_SC3"	46.49	0	0	1.26	1	25.58	50.42	0.04	0.07	48	0	0	0	58784	0	13	0.01	126437	101	0	0.08	27.84	35199	0	32340	0	74.33	93983	29.2576854229901
"THP-1_SC4"	43.34	0	0	1.18	1	24.15	48.8	0.05	0.08	48	0	0	0	79042	0	0	0	182356	128	0	0.07	32.43	59143	0	44043	0	75.77	138185	25.6901013586371
"THP-1_SC5"	19.31	0	0	1.78	1	55.62	20.04	0.01	0.11	36	0	0	0	32983	0	0	0	170791	205	0	0.12	24.95	42615	0	94988	0	44.26	75598	11.0009851671947
"THP-1_SC6"	32.08	0	0	1.12	1	42.61	39.06	0.03	0.08	42	0	0	0	69460	0	0	0	216531	173	0	0.08	25.23	54638	0	92260	0	57.31	124098	17.0968737428567
