precursor	miRNA	A549_SC1	A549_SC2	A549_SC3	A549_SC4	A549_SC5	A549_SC6	BJ_SC1	BJ_SC2	BJ_SC3	BJ_SC4	BJ_SC5	BJ_SC6	HT29_SC1	HT29_SC2	HT29_SC3	HT29_SC4	HT29_SC5	HT29_SC6	HepG2_SC1	HepG2_SC2	HepG2_SC3	HepG2_SC4	HepG2_SC5	HepG2_SC6	Jurkat_SC1	Jurkat_SC2	Jurkat_SC3	Jurkat_SC4	Jurkat_SC5	Jurkat_SC6	KG1_SC1	KG1_SC2	KG1_SC3	KG1_SC4	KG1_SC5	KG1_SC6	REH_SC1	REH_SC2	REH_SC3	REH_SC4	REH_SC5	REH_SC6	THP-1_SC1	THP-1_SC2	THP-1_SC3	THP-1_SC4	THP-1_SC5	THP-1_SC6
hsa-let-7i	hsa-let-7i-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7i	hsa-let-7i-5p	74026.62762501716	151176.79898921636	62575.83902926042	111829.46952687533	50240.98145173069	93295.29243937234	17235.80738985242	18628.108328717604	20624.06140497247	21900.722635180067	20906.206784348815	4629.62962962963	13750.229170486175	23692.375191952116	39134.04573390178	33831.821524883555	35075.381301920796	16672.511077815678	87.34514433785102	1979.9289554904205	0.0	2645.6192953833943	1736.3816477816608	632.2777807049897	78987.90232005903	75665.00610959677	58165.72807723249	70362.20205276104	54972.95507230379	57493.75801336123	30124.196247687836	38939.288206559664	31034.206948036368	39330.16639685783	17276.3852486249	31676.804774474924	54467.065868263475	48845.2349349615	56124.66359927077	74183.42867687765	56144.72863381161	52932.52736480967	94229.55194771869	78721.4684125163	82600.52155982774	68712.97289732704	37351.44312393888	82497.85161844743
hsa-mir-1-1	hsa-miR-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1201.401635241115	532.00135955903	0.0	9259.25925925926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1256.106071179344	3359.372917055483	17674.690162150684	664.4763557163424	11247.561115574428	0.0	0.0	0.0	3321.6460601587005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1-1	hsa-miR-1-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-1-2	hsa-miR-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1201.401635241115	532.00135955903	0.0	9259.25925925926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1256.106071179344	3359.372917055483	17674.690162150684	664.4763557163424	12395.271433490188	0.0	0.0	0.0	3321.6460601587005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-100	hsa-miR-100-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-100	hsa-miR-100-5p	49961.11085693371	44868.21614315517	14192.458336533293	96897.23266697324	9347.159339856871	4279.600570613409	121835.61348701928	256070.89758913216	119939.92991823796	231509.25830143786	155535.67070690639	0.0	50.000833347222446	376.0694474913034	398.6490227562151	157.60165306622773	0.0	1562.0517070993658	1048.1417320542125	0.0	774.4733581164809	0.0	1602.8138287215334	0.0	48.134005070115194	0.0	482.7031375703941	0.0	0.0	0.0	352.3297806747115	418.7020237264481	1919.6416668888473	636.9257716090337	664.4763557163424	459.08412716630323	1293.4131736526947	0.0	130.2196371212779	1845.3589223103893	0.0	0.0	0.0	0.0	0.0	139.9449549843728	0.0	0.0
hsa-mir-101-1	hsa-miR-101-3p	549.0231962300408	0.0	368.6352814683972	0.0	1241.4195998247408	2092.2491678554443	1831.3045351718195	87.45590764656151	0.0	620.6682528188683	0.0	0.0	50.000833347222446	376.0694474913034	199.32451137810756	210.13553742163697	923.0363500505473	510.0577002773439	174.69028867570205	349.3992274394859	1084.2627013630731	2248.776401075885	2537.7885621424275	1422.6250065862268	2069.7622180149533	1409.9069461415547	1206.7578439259855	4707.778437526508	3477.204989513192	0.0	2994.8031357350483	3977.6692254012564	5918.895139573946	2706.934529338393	1993.4290671490269	2754.5047629978194	287.4251497005988	0.0	1302.1963712127788	4059.789629082856	0.0	1225.28998529652	1950.2848442338288	3243.799200917757	2001.3342228152098	1399.4495498437282	0.0	4419.52776527397
hsa-mir-101-1	hsa-miR-101-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-101-2	hsa-miR-101-2-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-101-2	hsa-miR-101-3p	1006.5425264217413	0.0	368.6352814683972	0.0	1241.4195998247408	2092.2491678554443	1831.3045351718195	87.45590764656151	0.0	620.6682528188683	0.0	0.0	50.000833347222446	376.0694474913034	199.32451137810756	210.13553742163697	923.0363500505473	510.0577002773439	611.4160103649572	349.3992274394859	1084.2627013630731	2248.776401075885	2537.7885621424275	1422.6250065862268	2069.7622180149533	1409.9069461415547	1206.7578439259855	4707.778437526508	4139.529749420466	0.0	2994.8031357350483	3977.6692254012564	5918.895139573946	2706.934529338393	1993.4290671490269	2754.5047629978194	287.4251497005988	0.0	1302.1963712127788	4797.933198007013	0.0	1225.28998529652	2155.5779857321268	3797.618576684204	2365.2131724179753	1819.2844147968465	0.0	4419.52776527397
hsa-mir-10226	hsa-miR-10226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-10392	hsa-miR-10392-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-10392	hsa-miR-10392-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-10393	hsa-miR-10393-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
